,name,desc,date
612,Granite Media,,2019-04-10T20:10:07.200Z
613,Valtix,"Founder: Douglas Murray (https://www.linkedin.com/in/douglas-murray-2324932/)

What does this company do?
Valtix makes network security for public cloud applications shockingly simple. Designed with a cloud-native approach, Valtix automatically discovers your apps, and enables admins to specify deep inspection policies within minutes. This DevOps-friendly approach empowers security teams to deploy an auto-scaling security service without incurring the costs and complexity of multiple WAF and NGFW vendor appliances.

Why is this interesting?
Application provides a critical service through a different angle, allowing cloud services to scale securely in a much easier fashion. This will be a growing space in the future, and the company is in its growing stages so it will be good to hop in early. Founder is a great entrepreneur with previous exits.

First call was phenomenal- 10M+ runrate 2021, Raising series B ",2021-03-07T16:40:01.061Z
614,Switchboard,Alumni/community development platform for Universities. Founder Chelsea Haring worked for Hopkins Alumni and Careers offices for 7 years.,2019-04-10T20:10:07.203Z
615,UWavy,"JHU Connect: Jordan Cohen

UWavy is a company that provides autonomous drones for disaster relief organizations and first responders. These drones are unique in that they are disconnected from traditional GPS, so they are impervious to interference in life or death situations.",2021-02-17T16:56:59.911Z
616,fable,,2019-04-10T20:10:07.329Z
617,Indie Money,Indie Money (aka Telescope?). Consumer fintech founded by Dan Hopkins of JHU ,2019-04-10T20:10:07.324Z
618,Karuna Labs,"CEO: Lincoln Nguyen (https://www.linkedin.com/in/lincolnnguyen/)

What does this company do? - chronicpain.io 
Karuna Labs Inc. creates evidence-based digital therapeutics programs designed to address chronic pain through a cognitive retraining.

",2021-02-17T16:57:23.963Z
619,Coinfeed,,2019-04-10T20:10:07.322Z
620,GoodUnited,,2019-04-10T20:10:07.317Z
621,Functional Botanical Company,"Met this guy at the TCO Start Squared event. Emailed him for more info (9/8)-- doesnt have a deck but fundraising later this year. Here is info from the email:

At Functional Botanical Company (FuncBot), Matt fuses his extensive expertise in beverage science and production with his interest in ethnobotany to create delicious, healthful, non-alcoholic beverages. Core products include tonics, sodas, bitters, tepache and kombucha, with a strong focus on functional botanicals and bacterial fermentations. Joint ventures include honey, confectioneries and frozen desserts. Any product can be formulated to incorporate full spectrum cannabis extracts, pure CBD and/or pure THC, using in-house ultrasonic nano-emulsification technology to ensure water-compatibility and increase bio-availability.

Matt holds an MSc in Brewing & Distilling from Heriot-Watt University, BAs in History and Art History from Johns Hopkins University and a Professional Certificate in Cannabis Science and Medicine from University of Vermont, Larner College of Medicine. He is currently pursuing a MS in Biotechnology at Johns Hopkins University. Matt was previously the Chief of Science and Distilling for Matchbook Distilling Company, a facility he designed from scratch. He also has several years of experience as a technical consultant for the distilling industry and more recently, for cannabis beverages. Matt has taught classes on the flavor science of beverages at the American Distilling Institute, the Bar Institute and the Università di Scienza Gastronomiche. He has also written about the use of cannabis as a botanical in beverages for Distiller Magazine. Additionally, Matt is a decorated volunteer firefighter and EMT. Prior to studying beverage science, Matt was a data monkey for investment banks, and he has retained his love of Excel. ",2019-09-11T23:09:21.670Z
622,Echos AI,"https://docs.google.com/document/d/1-PFvIIrTpGsDhRriw-eH-JAJOBLg-d8qJhgpDh8ei10/edit

Lamin: https://www.linkedin.com/in/lamin-sonko-b0767b108/
was refered to us by Ahmed Elsayyad.  He is in Penn med school and working with two others to improve ultrasounds with AI. 

Looking to raise 20K and I promised we would let him know whether or not we would move ahead with Due Diligence within the week. ",2019-04-10T20:10:07.308Z
623,Ztoid - Predictiv,"Hopkins connect, Sajung Yun, is an adjunct professor who teaches bioinformatics, he is also an MBA candidate.  https://www.linkedin.com/in/sajungyun/

The product is set to launch 7/1/18 - https://www.ztoidinfo.com/

Product: Video consultations with specialists. Work on disease prevention based on DNA.  ",2020-06-10T02:05:56.638Z
624,Quantumfuse Tech,,2019-04-10T20:10:07.286Z
625,Digital Health Corp,,2019-04-10T20:10:07.284Z
626,Sema,,2019-04-10T20:10:07.279Z
627,Dracen Pharmaceuticals,"https://www.biospace.com/article/unique-one-year-old-dracen-pharma-raises-40-5m-hunts-for-office-and-lab-space-with-plans-to-hire/

Based off Research of Drs. Slusher and Powell at Johns Hopkins Drug Discovery and Kimmel Cancer Center

https://www.hopkinsmedicine.org/news/media/releases/scientists_build_a_better_cancer_drug_to_pass_through_blood_brain_barrier",2019-04-10T20:10:07.278Z
628,Treyetech,,2019-04-10T20:10:07.273Z
629,avidea,,2019-04-10T20:10:07.272Z
630,Ali Afshar,,2019-04-10T20:10:07.268Z
631,Asylon,,2019-04-10T20:10:07.265Z
632,Pneumico,"Founder: Bryan Marascalchi
Quote from linkedin:
""After witnessing firsthand the mortality and morbidly caused by bag valve masks as an anesthesiology resident, I responded by pursuing the research and development necessary to solve this problem. This culminated in the development of a patent pending medical device through the Johns Hopkins Technology Ventures program. I am the founder of Pneumico, LLC (https://pneumico.com/). Pneumico aims to modernize hand ventilation by leveraging available technology, our patent pending device monitors ventilation quality and provides real-time, objective feedback and actionable cues to users. This compact electronic monitor can attach to any bag valve mask and ensure guideline specific parameters set by the American Heart Association (AHA) and European Resuscitation Council (ERC) are met, making sure that lifesaving intervention doesn’t end up creating lifelong problems.""

Linkedin: https://www.linkedin.com/in/bryanmarascalchimd/

-Patrick Huie",2019-04-10T20:10:07.264Z
633,Qntfy,"Qntfy wants to bridge human behavior and data analytics. They want to create actionable insights on complex behavior and psychological data. 
Founder: Glen Coppersmith,  was Senior Research Scientist at JHU
CTO is also hopkins alum. 

Linkedin: https://www.linkedin.com/in/glen-coppersmith-387806a1/
Website: https://qntfy.com/
-Patrick Huie",2019-04-10T20:10:07.263Z
634,BullFrog AI,,2020-05-03T20:31:22.404Z
635,Glyscend,,2019-04-10T20:10:07.255Z
636,Q Bio,,2019-04-10T20:10:07.253Z
637,saferPass,,2019-04-10T20:10:07.252Z
638,Vitaminpacks,,2019-04-10T20:10:07.246Z
639,Peeks,https://www.linkedin.com/in/ryanschmaltz/,2019-04-10T20:10:07.244Z
640,myfelix,Insurance Broker ,2019-04-10T20:10:07.242Z
641,BarkChef,,2019-04-10T20:10:07.238Z
642,Kanari,"Customer survey & feedback tools for customer experience management.
Founders invested 200,000",2019-04-10T20:10:07.239Z
643,Cartonomy,"Social shopping platform. http://cartonomy.com/
Hopkins Cofounder: Jack Lowinger",2019-04-10T20:10:07.232Z
644,SameGrain,"SameGrain is an award winning app and platform that leverages millions of match points to privately connect users via deep data for friendship, networking, support, and more.

5M Valuation. 2 rounds of funding so far.",2019-04-10T20:10:07.226Z
645,Mailstrom,https://mailstrom.co/ Mailstrom is a simple email tool that enables its users to clean their inboxes and keep them clean.,2019-04-10T20:10:07.222Z
646,Vyasa Analytics,,2019-04-10T20:10:07.220Z
647,Luminostics,,2019-04-10T20:10:07.212Z
648,Spoken Layer,,2019-04-10T20:10:07.211Z
649,FlashX.io,,2019-04-10T20:10:07.202Z
650,IUnit,"Founded in 2014 by Brice Leconte (Carey). Denver-based eal estate development/tech start-up building world's first socially active smart apartment unit (""iUnit""). The goal is to aggregate smart technologies in commercial buildings so that they may one day be able to generate energy and become key players in the new smart grid. No info beyond website and Twitter.",2019-02-03T19:58:22.384Z
651,PapGene,,2019-02-03T19:57:35.920Z
652,A Gene Bio,,2019-02-03T19:57:35.925Z
653,Youniv ---- information marketplace,,2019-02-03T19:58:23.706Z
654,Collective Intelligence Technologies,,2018-01-19T00:29:09.295Z
655,ReHAP,,2018-01-19T00:29:09.295Z
656,DinnerTime,,2019-02-03T19:57:35.601Z
657,Invisible Imaging,,2018-03-01T03:09:09.800Z
658,Fast Orientation,,2018-01-19T00:29:04.346Z
659,Round One,,2018-01-19T00:28:59.427Z
660,Mandrel,"Education tech company. Centralizes needed resources for professors and students. Will be launching in Carey Business School soon (this Fall?).

www.mandrelbooks.com

CEO: Tara L. Gallant, MBA (from Carey)
Tel: 800-306-4233
Email: tgallant@mandrelbooks.com",2018-01-19T00:28:59.421Z
661,Shinergy,,2018-01-19T00:28:59.314Z
662,Orthodontics Device (from Shark Tank),,2018-01-19T00:28:54.407Z
663,Touch+,,2018-01-19T00:28:54.395Z
664,2AM,,2018-01-19T00:28:54.311Z
665,Appian Road,,2018-01-19T00:28:54.312Z
666,Medssenger,"https://www.crunchbase.com/organization/medssenger#section-overview

medssenger.com

Nathan Lee Co-Founder and President at Medssenger - PhD Biomedical Sciences from JHU
https://www.linkedin.com/in/nathannlee/",2019-11-10T20:01:48.964Z
667,SendFriend,"David Lighton - David@sendfriend.io
https://www.linkedin.com/in/david-lighton-b027a917/

https://www.sendfriend.io/",2020-05-21T03:57:28.336Z
668,Atana -> Trimwire,"Atana is a collaborative research and development model for patients, researchers, and industry leaders to achieve innovation at scale.

https://www.atana.io/. -> https://trimwire.com/

https://www.linkedin.com/company/trimwire/

Been talking to COO, Nam Nguyen [https://www.linkedin.com/in/namnguyen271/]

CEO: David Shi
[https://www.linkedin.com/in/davidzshi/]
",2020-04-09T03:54:32.761Z
669,Alexander Isinhue,"A high-heeled shoe with the capability to adjust heel height throughout the wearing period. Their website is currently only accepting pre-orders.

Founded in ~2015, other funding information unknown

Co-Founder Shawn Isinhue graduated from Carey Business School in 2014.
",2019-04-07T23:53:39.793Z
670,RedShred,"RedShred helps government contractors, institutions and universities search, pre-qualify and track their best RFP and grant opportunities by automatically searching, analyzing, and extracting meaningful insights from thousands of publicly available RFPs and grants each day. The company returns the best opportunities as a match in real-time through AI, eliminating hours of manual research and frustration to dramatically shorten the go/no-go decision-making process.

Raised $745k through a grant in Nov 2018 https://www.crunchbase.com/organization/redshred#section-funding-rounds

Hopkins Connect: Mark Komisky, Strategic and Business Development https://www.linkedin.com/in/mark-komisky-781938/",2019-10-15T16:08:17.959Z
671,Vivre,"Went over in meetings

Reached out 9/04/19",2019-09-11T23:07:48.381Z
672,AppliedVR,"https://www.linkedin.com/in/joepowers/ Hopkins inHealth
https://www.crunchbase.com/organization/appliedvr#section-funding-rounds
",2019-09-13T14:09:29.126Z
673,Gigantum,"A company creating platforms to make data science and science more transparent and collaborative. 

The main product is Gigantum Client is open-source software for clients to develop, execute and share data analyses. Work is automatically configured, bundled and organized. 

Almost like a Google Doc for basic science data analysis and coding. 

Last Funding:
Cant find any information about them on Crunchbase. 

Hopkins Connect:
Dean Kleissas(Co-founder)",2020-07-01T03:02:42.658Z
674,lyfevest,"Connecting enterprise developers who are using open source with the contributors who are creating open source.  

Website - https://lyfevest.io
Founder - https://www.linkedin.com/in/toddmancini/",2020-03-08T20:27:41.208Z
675,Evren Technologies,"https://www.evrenvns.com/our-technology
Founded Jan. 2019. Produces wearable earbud that monitors biological signals to adjust stimulation sent to the Vagus nerve in order to reduce the symptoms of PTSD.

https://www.linkedin.com/in/blythe-karow-068a79/
Bylthe Karow - M.S. BME 2002

No funding history found",2019-11-21T00:26:19.116Z
676,LedgerSync,"LedgerSync is a platform that saves time for bookkeepers/accountants/etc. by directly linking them to credit card issuers and banks and allowing them to see all financial transactions that need to be recorded, instead of having to ask their client to find the information.

Muarice Berdugo graduated from Carey in 2000. He has experience in the space and has experience as an entrepreneur.
https://www.linkedin.com/in/mauriceberdugo/

They've been around since 2014, but only raised rounds in the summers of the past 3 years. Last round was in July 2019 and they raised $150k in a seed round.
https://www.crunchbase.com/organization/ledgersync#section-funding-rounds",2019-11-21T00:27:20.191Z
677,Palexy,"Palexy analytics technology allows physical retailers to measure, visualize, and get actionable insights in in-store customer behaviors and sales staffs'​ performance with the ultimate goal of driving sales and optimizing their operations. Palexy's In-store Customer Analytics directly transforms your surveillance camera streamings in retail stores into instructive customer analytics & actionable business insights.
https://www.palexy.com/

Tony Do - EE and CE '09
Previously co-founder of company acquired by Panasonic
https://www.linkedin.com/in/thongdo/

No funding history",2020-01-03T16:34:59.521Z
678,GlobalWonks,,2020-03-05T20:07:34.697Z
679,HealthReel,"Website: https://healthreel.com/
Founder + JHU Connect: https://www.linkedin.com/in/femi-devin-ayanbadejo-sr-6b9747172

Raised a $250K seed at a $5M valuation and are looking to raise $5M as of 3/31/2020",2020-03-31T17:53:33.322Z
680,To the Market,"https://tothemarket.com/

Hopkins connect: Danielle F. - Chief Strategy Officer
https://www.linkedin.com/in/francodanielle/

They are working to change the supply chain to empower people, protect the planet, and create a better bottom line. They collaborate with many Fortune-500 to create custom goods but in a more environmentally friendly way. 

They raised a pre-seed round in October of 2018. They have stayed relatively small in terms of employee while keeping strong press. 

They’ve been featured on CNN, Forbes, and Bloomberg. Also, they’ve had MasterCard, Hilton, Macys, and Home Depot as clients.",2020-04-10T15:49:31.599Z
681,Spine Align,"Spine Align is developing a breakthrough imaging technology that enables on-demand, 3D, full-length measurements of a patient’s spine with 95% reduction in time and 80% reduction in radiation exposure compared to current technologies.

Completely grant and bpc funded thus far
Website: https://www.spinealignsurgical.com/
Hopkins Connect: https://www.linkedin.com/in/amirsoltanianzadeh/",2020-09-29T02:17:26.239Z
682,Maxwell Rebarber Stealth Healthcare https://www.linkedin.com/in/maxwell-rebarber-4a144945/,,2020-11-03T20:16:16.480Z
683,Sworkit,,2020-11-10T16:18:13.717Z
684,Global-Pal,"Group payment application with international focus
Spoken with them twice now

Notes and deck: https://drive.google.com/drive/u/3/folders/1oxd5NMiOWQ1Phb-890X2-tOl_EEcymKf

https://www.global-pal.com/

Jimmy - Hopkins connect: https://www.linkedin.com/in/jimmyshi360/",2020-12-02T02:47:58.329Z
685,MarkIt,Initial Call with Nan Zhang 12/10,2020-12-11T00:27:33.502Z
686,Oshun Medical,,2021-01-26T22:31:18.309Z
687,Relavo,"BME Design Team with success in non-dilutive funding competitions. 

Seeking dilutive seed funding by the end of end of calendar year 2020. 

Founder: https://www.linkedin.com/in/sarah-lee-33789a104/",2021-02-02T19:56:08.795Z
688,Ryptic,"https://www.linkedin.com/in/maaiz-khan-30285528/
Online escape room, no funding",2021-02-08T04:45:32.054Z
689,MavenIndex,"https://docs.google.com/document/d/1mkCLJYHv2luHdthWYKTgAUFWgXiOhFodFAV_GZv7SDs/edit?usp=sharing
link to first call^

Interested in updates mid spring/summer
",2021-02-11T19:24:15.972Z
690,Ruby,"Ruby is a technology enabled solution that starts with a two hour video conference with a CAPS specialist where they are shown the entirety of the patient’s home. The CAPS specialist then recommends different installations or alterations to the home so that it is safer for the senior to live in. They recommend specific products, and specific installation companies (of which they get a revenue share) for the seniors to purchase and use. Once on the platform, Ruby becomes the place for seniors to go to ensure that they can safely age in their home.

JHU Connection & Fund 2 Investor: https://www.linkedin.com/in/grant-silow/",2021-04-15T03:30:06.768Z
691,Complete Omics,"Founder: Qing W (https://www.linkedin.com/in/qingwang668/)
(PhD & Masters @ JHU, MBA @ Wharton)

molecular diagnostics startup (https://www.completeomics.com/)",2021-12-11T21:12:12.884Z
692,Annex Risk,"Charlie Sido, co-founder. JHU BA Poli Sci. Analyst and consultant working in the reinsurance / insuretech space (around 7 years). Co-founder of Visable (2 years, now defunct). https://www.linkedin.com/in/charlie-sido-67276514/

Michael Goodwin, co-founder - JHU BA IS / Poli Sci (2009), Wharton finance MBA. Portfolio analyst at First Round Capital (2 years), director of business dev at Credit Karma (3 years). https://www.linkedin.com/in/mpgoodwin/

Annex Risk - technology to enable the sale of flood and earthquake insurance. Their modern APIs and UX help agencies, wholesalers, and technology companies grow their businesses while better protecting their customers. https://www.annexrisk.com/",2021-11-08T00:34:57.752Z
693,Kumanu,"Hopkins connect - Robert Carr (masters of public health, 1985), chief medical officer.  Was a preventative medicine specialist in the Air Force and executive leadership coach at Johnson & Johnson Human Performance Institute. https://www.linkedin.com/in/bobcarrmdmph/

Kumany - Wellbeing solution for corporations, delivering customized / full-service solutions for leveling up current workplace wellbeing programs. https://www.kumanu.com

Founded in 2015, but raised a $3M series A in 2020 after successfully relaunching its platform and gaining traction (for example, growing revenues by over 500 percent and partnering with leading tech companies).",2021-11-08T00:35:12.569Z
694,Theom,"Navindra Yadav, co-founder. JHU 2001, advanced master in CS. System engineer @ Siemens (6 yrs), senior software engineer @ Lockheed Martin), principal engineer @ Cisco (11 yrs), engineer @ Google (1 yr), founding engineer @ Insieme Networks (1 yr, acq by Cisco), founder @ Cisco Tetration Analytics, a Cisco internal startup (7 yrs). https://www.linkedin.com/in/navindrayadav/

Supreeth Rao, co-founder - technical @ Yahoo (8 yrs), technical @ Tetration (6 yrs) 

Theom - cloud-native security platform that discovers, tracks, and protects enterprise data in cloud environments. Uncovers risks to data loss and prioritizes corrective action. Founded November 2020. https://www.theom.ai/",2022-01-15T04:18:54.331Z
695,CertifyOS,"Hopkins Connect: Mitchell Gorodokin
Raised undisclosed round 

CertifyOS is an API-first, UI agnostic, end-to-end network management platform for credentialing, monitoring, licensing, provider health plan enrollment, and provider sourcing.",2022-05-31T15:04:47.911Z
696,beU Delivery,"Name: beU Delivery

Link to website: https://delivery.beu.chat/?sort=popular 

Hopkins Connect: Hao Zheng, MS in Bioinformatics JHU (2019)
https://www.linkedin.com/in/hao-zheng-746425211/ 

What does this company do?

- Affordable on-demand food delivery service in Africa (currently in Ethiopia) that offers bike door-to-door delivery from grocery stores, restaurants, and more, through an app platform

Why might it be interesting to ALC?
- Went through the Y Combinator vetting process - W22 batch 
- Taking an already proven model, shown by the success of services like UberEats and Postmates, and applying it to a large untapped market
- Product market fit already proven in Ethiopia with company soon to expand to two more countries in 2022 and 13 more in 2023–2024
- Opportunity for social impact through job opportunities in these countries
",2022-03-18T18:24:51.278Z
697,Vistry,"https://www.linkedin.com/in/atifkureishy/

Launch date: Q4 2020

We enable the future of next-gen customer interactions using multimodal AI capabilities for various industries, including retail and hospitality.",2022-03-13T18:32:06.400Z
698,Symphony42,"Connect: Sean Fenlon, Peabody Institute

AI lead generation platform through conversation AI sessions

https://www.linkedin.com/company/symphony42?trk=public_profile_experience-item_profile-section-card_subtitle-click ",2022-04-22T19:53:44.199Z
699,Empower Care,"https://www.joinempowercare.com/
Cold Start incubation

Solution providing hospice care, care management, and end of life planning for families",2021-11-10T21:59:25.320Z
700,Virgil,"Cold Start ventures incubation
https://www.joinvirgil.com/

Virgil is a comprehensive mental healthcare solution, offering regular treatment and therapy sessions and medication delivery
",2021-11-10T21:57:07.155Z
701,Qualytics - Gorkem Sevinc,"Data quality monitoring as a service. Currently operating in stealth.
http://qualytics.co/

Gorkem Sevinc is JHU connection, former CTO / Co-founder of Facet Wealth and Emocha (ALC portco)
https://www.linkedin.com/in/gorkemsevinc/",2021-11-10T21:52:34.366Z
702,SameTunes,"Kristopher Madu - Senior

Music App - Make it social

",2021-11-10T21:52:34.366Z
703,Vobil.com / Seasalt.ai,"Voice powered (NLP based) system for contactless e-commerce checkout. Most relevant applications are voice ordering food with a kiosk and voice integration for food in-car.
https://vobil.com/

Guoguo Chen and Xuchen Yao are co-founders, JHU PHDs. Formerly founded Kitt.ai and exited to Baidu (ALC portco). 
https://www.linkedin.com/in/guoguo-chen-788a7124/
https://www.linkedin.com/in/xuchenyao/

Seasalt.ai is their speech recognition consulting business, which they are working on in tandem to Vobil. ",2021-11-10T21:52:34.366Z
704,Finiden,"https://www.finiden.com/ (private)

Kevin Carr (CEO and Founder) graduated SAIS
https://www.linkedin.com/in/kevin-w-carr/ 

Building the World’s First Comprehensive Financial Identity Network > increasing transparency, reducing risk, secure financial data exchange
Really solid founder (harvard, hopkins, wharton grad)
Company’s been really visible on the news // well researched
",2021-11-10T21:52:34.563Z
705,XpertCare Inc,"Website: https://xpertcare.online
Hop connect: Emmanuel Opati
https://www.linkedin.com/in/emmanuelopati/
Summary:
Platform that allows both existing patients and medical professionals to consult with an existing pediatric specialist electronically. Can be used for second opinions as well as the opportunity to get into contact with sub specialists who may have more experience with niche cases. 
",2021-11-10T21:52:34.562Z
706,Tadah Foods,"Founder- John Sorial (WSE '98): https://www.linkedin.com/in/john-sorial-2533921/

Turned down investment from Mark Cuban and took from Daniel Lubetsky (founder of Kind). (https://www.cnbc.com/2019/09/30/why-this-founder-turned-down-300000-from-mark-cuban-on-shark-tank.html)

Tadah makes and sells frozen falaffel street wraps. https://tadahfoods.com/",2021-11-10T21:52:34.561Z
707,Rebion,"Rebion (formerly Rebiscan) manufactures innovative devices for definitively identifying life-altering diseases that manifest from functional impairments in the brain; most notably, lazy eye and traumatic brain injury. Rebion's Neural Performance Scanning (NPS) technology and data management tools provide a faster, more efficient and safer way to scan people, making early intervention and treatment more widely accessible than ever before.

http://www.rebion.net",2021-11-10T21:52:34.559Z
708,Perfuse,"A.I.-powered solution to efficient stroke care
Stroke is a leading cause of death and disability, costing the US healthcare 34 billion dollars yearly. Currently, acute stroke treatment modality have a limited window for treatment and less than 30% of the hospitals in the US can achieve national time target, and even lesser globally. The delay is mainly due to the complexity of diagnosing stroke. Our Perfuse platform aim to tackle the inefficiency in stroke management by optimizing workflow and diagnosis utilizing AI machine learning algorithm designed by world expert in stroke field and trained with one of the largest stroke imaging databank at a world renowned university stroke center.

Hopkins Connect: https://www.linkedin.com/in/kunakorn-atchaneeyasakul-md-a743639b/
crunchbase: https://www.crunchbase.com/organization/perfuse#section-overview

No website up at the moment.",2021-11-10T21:52:34.556Z
709,Henrietta Venture,"Using Hyperledger Fabric (HF), Henrietta Venture aims to create a secure and permission-based blockchain electronic healthcare system. This system will allow for easy, real-time integration of patient medical data across multiple medical institutions as well the incorporation of patient genomic information.

Founder: Pedro Guardado pursuing MS Bio-informatics JHU,
Sajung Yun adjunct professor at JHU teaching biotechnology courses, Sijung Yun lecturer for JHU advanced academic programs

",2021-11-10T21:52:34.554Z
710,Ridevert,"Entered in Business Plan Competition

http://ridevert.com
https://www.f6s.com/ridevert
https://www.linkedin.com/company/11307677/
Hopkins connection: https://www.linkedin.com/in/obinna-ohakawa/ (Carey '17)",2021-11-10T21:52:34.552Z
711,TeamBuildr,,2021-11-10T21:52:34.550Z
712,Brevite - Elliot Kim,,2021-11-10T21:52:34.548Z
713,Predata,"Linkedin: https://www.linkedin.com/company/10177349/
Joel Meyer '04: https://www.linkedin.com/in/joeltmeyer/ 
(I (Simran) also currently intern at the DC office and am working under Joel)
Website: http://predata.com
Crunchbase: https://www.crunchbase.com/organization/predata

https://www.businesswire.com/news/home/20180215005375/en/Predata-Appoints-Hazem-Dawani-CEO
https://www.edisonpartners.com/blog/predata-why-we-invested

Currently starting their series A round and raised $3m in seed. Joel is fairly involved with Hopkins (runs the government DC intersession career trip and works with ISLC) and is interested in promoting entrepreneurship. He said he wasn't sure about getting funding from us, but I think it would def be doable if partnering w Blue Jay Syndicate/So Gal (I think he doesn't know enough about us yet). Also can attest that their software is amazing and can successfully forecast events.
",2021-11-10T21:52:34.544Z
714,Fit First,"JHU Connect: Chris Mogni, Marie Hepfer

eCommerce app that allows users to see the clothes they want to buy on similar looking people, along with other features. If interested in deck, email Jayden.",2021-11-10T21:52:34.543Z
715,Patch,"Patch is a HIPAA compliant EHR and practice management tool for mobile and telehealth-based physical therapists and physical therapy practices.

CMO: Salman Hirani

About: Doctors that come to you.

Website: http://www.pagingpatch.com",2021-11-10T21:52:34.541Z
716,Forager One,,2021-11-10T21:52:34.538Z
717,Hop.in,"Hopin is an American Start-up founded in 2011 with a subsidiary in Chile that raised US$ 1.3 million from a pool of global investors. It started as a mobile app for cataloging web content and has evolved into a full fledged innovation lab specialized in creating software as a service. 

CEO --> CFO 
Daniela Parra, MA/MBA
linkedin.com/in/dvparra",2021-11-10T21:52:34.536Z
718,Tocotrack,,2021-11-10T21:52:34.535Z
719,Gemstone Biotherapeutics,,2021-11-10T21:52:34.533Z
720,Veebit,"https://www.crunchbase.com/organization/veebit
http://veebit.com/company/",2021-11-10T21:52:34.530Z
721,Avochato,"Follow up at end of 2018,

Missed opportunity to invest in seed round",2021-11-10T21:52:34.528Z
722,NXTImpact,,2021-11-10T21:52:34.526Z
723,Prometheus Africa,http://www.prometheusafrica.com/,2021-11-10T21:52:34.524Z
724,Weel,,2021-11-10T21:52:34.521Z
725,Raptor Maps,"https://raptormaps.com/

https://www.crunchbase.com/organization/raptor-maps#section-overview
Have raised $100K in total, company founded in 2015

Founder and CEO Nikhil Vadhavkar did BS in BME and MS in Engineering Management at JHU, he then started a PhD @ MIT
https://www.linkedin.com/in/nvadhavkar/

""Raptor Maps builds software to digitize and monitor solar assets with remote sensing."" - Crunchbase",2021-11-10T21:52:34.519Z
726,Haste - Adam Toll - Techstars,,2021-11-10T21:52:34.517Z
727,Holocision,,2021-11-10T21:52:34.515Z
728,MoTrack Therapy,,2021-11-10T21:52:34.513Z
729,Momentaj,"Momentaj Inc. is an IoT firm specializing in offering cloud-based and data analytics services for emerging IoT market

Amir Pournasserian studied Data Science from 2014-2017 at Hopkins, unclear whether its a BS or MS, but he already earned a BS.",2021-11-10T21:52:34.511Z
730,Felix,"Building a B2B software platform to connect insurance intermediaries with insurers.  Their product allows intermediaries (brokers, banks, car dealers etc.) to automate insurance-specific back office workflows and to deliver to their clients a modern, convenient internet-enabled insurance experience.

Did his BS at Hopkins in MechE, graduated in 2005",2021-11-10T21:52:34.509Z
731,Transworld Hemp,"Transworld hemp wants to take advantage of the new and unexplored DC marijuana market.  Not too many details on linkedin -- will update after call.

Founder Julian Everly Shervington Wright participated in a Research Apprenticeship Program with the hopkins department of psychology, before going on to get his BA at georgetown, his MS at MIT, and a harvard law degree.
His grandfather was the first black doctor on staff at hopkins med!",2021-11-10T21:52:34.508Z
732,GH House,"GH House is an innovative art management & luxury artistic fashion line company who works closely with international emerging artists.  GH House plays a significant role in supporting globally emerging artists through collaboration, and is dedicated to introducing the beauty of art to the public in the modern innovative way.

Grace did her MBA at Hopkins, and went on to study HBX at Harvard. (Harvard online business school).  Before founding GH House, she worked in finance.",2021-11-10T21:52:34.505Z
733,Leya Health,"Hopkins Connect:
https://www.linkedin.com/in/michael-ragheb-52980567/
Undergrad, Public Health

http://getleya.com/

""Diabetes Care for every American""

Leya Health clinics empower everyday Americans to manage their diabetes by providing them an integrated clinic with access to every diabetes health service they need - from medications to specialty physicians.




",2021-11-10T21:52:34.503Z
734,StoCastic,"Hop Connect: Eric Hamrock
Sr. Project Administrator at JHU Health System
https://www.stocastic.com/

StoCastic is transforming the delivery of healthcare through ground-breaking products and services that harness large-scale electronic health record (EHR) data and give care teams real-time predictive insight for safer, smoother and more affordable care. Our products are rooted in data science and operations research developed at Johns Hopkins Medicine.

The multidisciplinary team at StoCastic is made up of engineering scientists, clinicians, and business leaders united in mission and passion to revolutionize healthcare.
",2021-11-10T21:52:34.501Z
735,Lightelligence,"Hopkins Connect: 
Yichen Shen, FOUNDER, Founder & CEO at Lightelligence, Inc.; Forbes 30 under 30 Global; Ph.D. in Physics from MIT. Undergrad at Hopkins
https://www.linkedin.com/in/yichen-shen-0786a129/

https://www.lightelligence.ai/
Developing Integrated Optical AI Accelerator
We’re building optical chips that empower the next generation of high-performance computing tasks. By processing information with light, our chips offer ultra-high speed, low latency, and low power consumption that has not been possible in traditional electronic architectures. 

As a hardware + software co-design company focused on special-purpose computing, we are seeking extraordinarily talented computer scientists, physicists, mathematicians, and engineers who want to push the limits. ",2021-11-10T21:52:34.500Z
736,eSimplicity,"eSimplicity takes a data-driven approach towards streamlining the HealthIT/medical insurance process.

Co-Founder Nam Nguyen got his Masters in CS from Hopkins in 2005.",2021-11-10T21:52:34.497Z
737,Ahmed Elsayyad (Entrepreneur) - Stealth Healthcare Company,,2021-11-10T21:52:34.495Z
